 000077.2366,      0000078.7609,27.012057,  0000040.915,      27.847836
87.68985402,      72.4931896,    000048.83729,      0032.6902375, 001.897666
   0007.076, 0.558963238,    0061.13558, 080.7783,000019.7375
     0049.337,   80.1256281,     0012.0858885, 00069.7675,      000060.248
  0063.224053,      000045.9592,   00089.909189,    0091.21002,  00047.06799
    0045.3352312,     00026.216,0091.21999, 00051.0155,  32.71042682
  00051.094,   91.90861,   00000055.521,   0019.41748,    23.9739697
   23.54527819,  00021.212452,  012.34781,     00000064.746,     000089.23
 37.8386669, 021.29903394,    27.789933,000008.79933,    048.80093509
  00072.235776,58.67844822,  07.09766,      58.76179957,  83.8029062
     20.38433973, 00034.669,00034.104,092.007872,  000020.89479
   000037.1039,      0050.2611752, 0011.346246,    00000059.699,    00000040.109
 000081.4661,61.30308009,     79.6165965,     71.15348869,     085.183285
     032.6442736,     16.09228481, 00058.338,   95.121603,  73.22933206
     32.8214501, 0051.6105, 80.58587711,    83.2336894,  00000069.655
  054.92748224,   77.40036194,      000055.19018,   42.7588868, 49.2829286
  68.77003045, 0001.52952,   0060.97629,000000031.62,      54.1016639
      69.841858, 074.01338526,      0040.357,    70.529046,  061.9433631
     00078.28, 0004.9472,      000084.21719,  023.479723,    089.095197
   000040.7506,   000021.588,75.8052379,  000027.6653,    036.6838
54.6245734, 000041.5415,     000066.4281,      026.64061,000022.4385
    54.5837143,    0019.886509,  85.8994661,   29.02491757,86.9402831
  00062.169,      0027.26286,     96.3153746,   030.161544,000073.3718
00082.89131,   92.5419534,      14.0228966,     19.18452575,     00000040.567
 0001.135869, 011.83009772,  00000037.23,  13.862721,     0072.569066
 0090.434, 000043.3999,      05.9886447,     00019.90019,    00096.1842
      00009.0081,000084.1474,      0028.74818,     78.04350541,      0000084.657
     019.1346,      77.79217853,    00000095.347,  27.5886456,   0000096.8558
00000065.02,  098.991623,     05.17587,      3.100191764,  32.6779076
    0023.691548,     58.8125081,50.84321,  00088.75477,  00000044.999
     00046.802,     98.1923637,     69.99893,     13.90767179,    0024.075
 0043.860089,      47.3075449,    00098.9152, 28.52634945,      0000082.727
      002.47221805,    002.3420805,  023.69988,034.9448, 045.31702
      000088.84883, 53.78092771,     0061.834349,      99.277271, 084.4532875
    16.61733734,   00043.43679,     4.571862,    0054.097081,0000093.107
     00003.30103,   049.6748, 000028.556,      0000054.3432,     0046.948
      011.712272,  000061.875, 0000006.9712,   081.0919,    13.6459968
0000050.36,   72.029888, 003.56793783,0082.071728,  0053.009
073.3379269,      00075.401633,     0000093.872,      0054.49959,   0006.39412
   52.7536218,     83.29006864,75.016835,   068.6537637,   17.0708492
  009.3399147,    081.3834744,      090.246605,     0005.3789,      83.2664009
     28.05888637,052.374256,   60.61087558,    72.6629797,  000055.1308
     28.53598725,11.48639,     000098.1303,54.623846,      00008.594988
   0000070.425,    00003.9011,    12.42511,   092.449925,    78.6650999
   0010.317629, 028.3085, 02.939708,    00080.315859,   20.14958304
00005.34873,    21.66619847,      00051.053069,    89.9708802,     85.3797711
      00018.693795,    13.935793,    00000055.789,     88.189592,  80.69489225
 00031.46839,      15.7890547, 055.96535982,      030.479966,     00024.7409
   41.02311214,00062.097,     00064.017865,    54.76906261,   17.75581475
   0068.455,   0000014.5742,80.36925,00083.27268,      018.24514313
   0057.9773129,    000007.34318,      005.80584,    010.645751,   48.82067
     72.17483,  000010.946,   0002.3815,      00000048.34,000046.112
      33.54717603,  000071.584,      47.251658,     07.931129151, 070.02903
  00055.432,  033.8039,     0064.54935,    00036.086,      75.309449
 00080.76279,      33.83373655,   7.720647137,  0018.0696319,  94.6378541
 00066.691173,      00071.992552,  00029.1963,    17.3478594,086.95595249
     71.06346,00051.066,      058.802967,  00087.081576,     0000093.777
    63.938536,  0.820704763,  0090.8199631,  81.01138241,      00000042.219
    0019.3231,    0006.9524011,   52.35317,   00066.7566, 00033.4614
     0067.5728,     0095.589571,     000000067.54,   0000085.7663,073.5668
      00074.75597,000004.2174,   0000044.931,      98.4400043,  00000030.61
0088.2281, 000060.2526,   00086.70304, 006.5984781,0036.51403
      18.6301485,  0088.554,    53.3995319,     0007.8134,      83.403518
  0014.54925,  0021.42701,    0003.756886,      089.4885,      016.80075
   00070.780985,     008.21199385, 004.69409,      14.74052639,  0074.237257
      033.6453872, 83.98749139,    0073.0963994,  5.136926767,    00049.430401
    096.3085,  23.65113,     41.54266,   00060.60311, 0074.246
   70.10576441,0035.758931,      080.0229913,  0000019.525,046.4349
    87.90614606,   0004.053882, 00026.7117,040.5680632,0082.63349
   64.05959985,    0052.880035,     40.7783948,      012.055215, 000008.8222
      00062.526038,   000006.26348,     000055.59787,   00062.621962,  3.05372988
    0081.538, 0000089.888,     000064.534,14.428423,    00094.217
    00032.920834,      0092.4319,      00000025.408,    0017.68405,     000093.8912
 000021.04646,000042.9177,   000058.76142,   069.1156,  00082.91509
      0000061.856,  0000048.5056,      17.62814029,0098.178,094.1781144
   000091.24757,     07.88224081,000082.737,    24.80521836,   7.82354808
 0065.32561, 0000011.487,    000013.11964,  00000052.578,   0093.8274794
0000053.2572,  0000066.5327, 00067.7771,027.289234,    009.7872716
